movieId,title,genres,director,cast
503,Lift,"Horror, Thriller",Vineeth Varaprasad,"Kavin Raj, Amritha Aiyer, Abdool Lee"
504,Pebbles,Drama,P. S. Vinothraj,"Chella Pandi, Karuththadaiyaan, unknown"
505,Pulvaaliraghu,Drama,Sheik Althaf Hussain,"Pulvaaliraghu, Al Hassan irfaan, unknown"
506,Pallavi Bakery,"Drama, Romance, Comedy",Sathish Natarajan,"Irfan Zaini, Shalini Balasundaram, Vemanna Appannah"
507,Rajavamsam,"Action, Family, Romance",K. V. Kathirvelu,"M. Sasikumar, Nikki Galrani, Yogi Babu"
508,Anti Indian,Drama,Elamaran,"Elamaran, Radha Ravi, Adukalam Naren"
509,Haathi Mere Saathi,Drama,Prabhu Solomon,"Rana Daggubati, Vishnu Vishal, Shriya Pilgaonkar"
510,Rudra Thandavam,"Action, Drama",Mohan G,"Richard Rishi, Dharsha Gupta, Gautham Vasudev Menon"
511,Annaatthe,"Action, Family, Drama",Siva,"Rajinikanth, Keerthy Suresh, Jagapati Babu"
512,Aatkal Thevai,,Sakthee Sivan,"Sakthee Sivan, Mime Gopi, Boxer Dheena"
513,Paramapadham Vilayattu,Thriller,K. Thirugnanam,"Trisha Krishnan, Nandha, Richard Rishi"
514,Sivaranjiniyum Innum Sila Pengalum,Drama,Vasanth,"Lakshmi Priyaa, Parvathy Thiruvothu, Kalieaswari Srinivasan"
515,Thittam Irandu,"Thriller, Mystery, Crime",Vignesh Karthik,"Aishwarya Rajesh, Gokul Anand, 'Jeeva' Ravi"
516,Boomika,"Mystery, Thriller, Horror",R. Rathindran Prasad,"Aishwarya Rajesh, Avantika, Pavel Navageethan"
517,Tughlaq Durbar,"Drama, Comedy",Delhi Prasad Deenadayal,"Vijay Sethupathi, R. Parthiban, Raashii Khanna"
518,Sabhaapathy,Comedy,R. Srinivasa Rao,"Santhanam, Preeti Verma, M. S. Bhaskar"
519,Eeswaran,"Action, Family, Romance",Suseenthiran,"Silambarasan, Bharathiraja, Nidhhi Agerwal"
520,Vettai Naai,"Drama, Action",Jai Shankar,"R. K. Suresh, Subiksha, Ramki"
521,Parris Jayaraj,"Comedy, Romance",Johnson K.,"Santhanam, Anaika Soti, Sastika Rajendran"
522,Laabam,"Drama, Action",S. P. Jananathan,"Vijay Sethupathi, Shruti Haasan, Jagapati Babu"
523,Maaligai,"Action, Drama, Thriller",Dil Sathya,"Mohammad Ali, Andrea Jeremiah, J. Karthik"
524,Kutty Story,"Romance, Drama",Nalan Kumarasamy,"Vijay Sethupathi, Aditi Balan, Gautham Vasudev Menon"
525,Pei Mama,"Comedy, Horror",Sakthi Chidambaram,"Yogi Babu, Rajendran, Malavika Menon"
526,Jail,Drama,Vasanthabalan,"G. V. Prakash Kumar, Abarnathi, Radhika Sarathkumar"
527,Aelay,Comedy,Halitha Shameem,"Samuthirakani, K. Manikandan, Madhumathi"
528,Care Of Kaadhal,"Romance, Drama, Family",Hemambar Jasthi,"Karthik Rathnam, Ayraa, Vetri"
529,Friendship,"Action, Drama, Crime",J P R,"Arjun Sarja, Harbhajan Singh, Sathish"
530,Vinodhaya Sitham,"Drama, Comedy",Samuthirakani,"Samuthirakani, Thambi Ramaiah, Munishkanth"
531,Yennanga Sir Unga Sattam,"Drama, Comedy",Prabhu Jeyaram,"R. S. Karthik, Ayraa, Soundarya Bala Nandakumar"
532,Mathil,Drama,Mithran Jawahar,"K. S. Ravikumar, Mime Gopi, Kathadi Ramamurthy"
533,Kabadadaari,"Crime, Thriller",Pradeep Krishnamoorthy,"Sibiraj, Nandita Swetha, Nassar"
534,Namma Oorukku Ennathan Achu,"Thriller, Romance",Nal Senthil Kumar,"Mahendran, Miya Sree, R. Sundarrajan"
535,Plan Panni Pannanum,"Comedy, Romance",Badri Venkatesh,"Rio Raj, Remya Nambeesan, Balasaravanan"
536,Jango,"Science Fiction, Thriller",Mano Karthikeyan,"Satheesh Kumar, Mirnalini Ravi, Anitha Sampath"
537,Rocky,"Crime, Action, Drama",Arun Matheswaran,"Vasanth Ravi, Bharathiraja, Raveena Ravi"
538,Devadas Brothers,"Comedy, Drama",K. Janakiraman,"Ajai Prasath, Balasaravanan, Deepthi Manne"
539,Sarbath,"Romance, Comedy",Prabhakaran,"Kathir, Soori, Ragasiya Gorak"
540,IPC 376,"Horror, Drama",Ramkumar Subbaraman,"Nandita Swetha, G. Marimuthu, Madhusudhan Rao"
541,Netrikann,"Thriller, Mystery, Crime",Milind Rau,"Nayanthara, Ajmal Ameer, K. Manikandan"
542,Bachelor,Drama,Sathish Selvakumar,"G. V. Prakash Kumar, Divyabharathi, Munishkanth"
543,Enemy,Action,Anand Shankar,"Vishal Krishna, Arya, Prakash Raj"
544,Pon Manickavel,"Action, Thriller",A. C. Mugil,"Prabhu Deva, Nivetha Pethuraj, J. Mahendran"
545,Vellai Yaanai,Drama,Subramaniam Siva,"Samuthirakani, Athmeeya Rajan, Yogi Babu"
546,Chasing,"Crime, Action",K. Veerakumar,"Varalaxmi Sarathkumar, Balasaravanan, Imman Annachi"
547,Vaazhl,Drama,Arun Prabu Purushothaman,"Pradeep Anthony, TJ Bhanu, Diva Dhawan"
548,Theerpugal Virkkapadum,"Thriller, Action",Dheeran,"Sathyaraj, Smruthi Venkat, Harish Uthaman"
549,Cinderella,"Horror, Thriller",Vinoo Venketesh,"Raai Laxmi, Sakshi Agarwal, Kalloori Vinoth"
550,Appathaava Aataiya Pottutaanga,Drama,N Stephen Rangaraj,"Chandrahasan, Shanmugasundaram, Delhi Ganesh"
551,Mirugaa,"Thriller, Crime",J. Parthiban,"Raai Laxmi, Srikanth, Pandi"
552,Madurai Manikkuravar,"Action, Drama",Raajarishi,"Harikumar, Madhavi Latha, Suman Talwar"
553,Mughizh,Drama,Karthik Swaminathan,"Vijay Sethupathi, Regina Cassandra, Shreeja Vijay Sethupathi"
554,Pei Irukka Bayamen,"Horror, Comedy",S. Kaarthieswaran,"S. Kaarthieswaran, Gayatri Rema, Nellai Siva"
555,Kadaseela Biriyani,"Crime, Drama, Comedy",Nishanth Kalidindi,"Vijay Ram, Vasanth Selvam, Hakeem Shajahan"
556,Sivakumarin Sabadham,Drama,HipHop Tamizha Adhi,"HipHop Tamizha Adhi, Madhuri Jain, VJ Parvathy"
557,Malaysia to Amnesia,Comedy,Radha Mohan,"Vaibhav Reddy, Vani Bhojan, M. S. Bhaskar"
558,Murungakkai Chips,"Family, Comedy, Romance",Srijar,"Shanthanu Bhagyaraj, Athulya Ravi, K. Bhagyaraj"
559,Vanam,"Thriller, Mystery, Horror",Srikantan Anand,"Vetri, Smruthi Venkat, Anu Sithara"
560,Kodiyil Oruvan,"Action, Drama",Ananda Krishnan,"Vijay Antony, Aathmika, Ramachandra Raju"
561,Vanakkamda Mappilei,"Comedy, Romance",M. Rajesh,"G. V. Prakash Kumar, Amritha Aiyer, Daniel Annie Pope"
562,4 Sorry,Drama,S. Sakthivel,"Sakshi Agarwal, Riythvika, Kaali Venkat"
563,Trip,"Horror, Fantasy, Comedy",Dennis Manjunath,"Sunaina, Karunakaran, Yogi Babu"
564,Anbirkiniyal,Thriller,Gokul,"Keerthi Pandian, C. Arun Pandian, Kirana Pandian"
565,Writer,Drama,Franklin Jacob,"Samuthirakani, Hari Krishnan, Kavin Jay Babu"
566,Thaen,Drama,Ganesh Vinayak,"Abarnathi, Tharun Kumar, Bava Lakshmanan"
567,Sinam,Drama,Anand Murthy,"Sai Dhanshika, Bidita Bag, Livingston"
568,R23 Criminal's Diary,"Horror, Thriller",Goutham Raghavendra,"Yashika Anand, Pavithra Lakshmi, Imman Annachi"
569,Filter Gold,"Thriller, Crime",Vijayabaskar,"Vijayabaskar, Dora Sree, Sugumar Shanmugam"
570,Call Taxi,,Pa. Pandiyan,"Rajendran, Madhan Bob, Santhosh Saravanan"
571,3:33,"Horror, Thriller",Nambikkai Chandru,"Sandy, Gautham Vasudev Menon, Shruthi Selvam"
572,Chithambaram Railwaygate,"Action, Drama, Romance",Sivapavalan,"Mahendran, Anbu Mayilsamy, Neeraja"
573,Velan,"Action, Drama, Romance, Comedy",Kavin,"Mugen Rao, Meenakshi Govindarajan, Prabhu"
574,Naduvan,"Thriller, Drama",Sharran Kumar,"Bharath Srinivasan, Aparna Vinod, Gokul Anand"
575,Jinx,"Horror, Thriller",Lingesh Janarthanam,"Gowri Shankar, Noyaline Christina, Krishan Jayaseelan"
576,Theedhum Nandrum,"Thriller, Action, Romance",Rasu Ranjith,"Rasu Ranjith, Lijomol Jose, Aparna Balamurali"
577,MGR Magan,"Family, Drama, Comedy",Ponram,"M. Sasikumar, Mirnalini Ravi, Sathyaraj"
578,Thai Nilam,"Family, Drama, War",Abilash.G.Devan,"Amar Ramachandran, Bala Singh, Neha Amar"
579,Ikk,"Fantasy, Thriller",Babu Tamizh,"Yogesh, Anicka Vikraman, Guru Somasundaram"
580,Irudhi Pakkam,"Crime, Thriller",Mano Ve Kannadhasan,"Amrutha Srinivasan, Rajesh Balachandiran, Vignesh Shanmugam"
581,Sangathalaivan,Drama,Manimaran,"Samuthirakani, Ramya Subramanian, Karunas"
582,Singa Paarvai,Action,J.K.,"Varalaxmi Sarathkumar, Thalaivasal Vijay, Ravi Kale"
583,Kalathil Santhippom,"Action, Family",N. Rajasekhar,"Jiiva, Arulnithi, Manjima Mohan"
584,Endravathu Oru Naal,Drama,Vetri Duraisamy,"Vidharth, Remya Nambeesan, Master Raghavan"
585,Amanuda Bhayam,"Horror, Mystery",S.S. Jishnu Dev,"R.G. Harikrishnan, J.S. Sree Vishnu, Akhilsom"
586,Sennai,Drama,Jaikumar Sedhuraman,"Semmalar Annam, Bava Chelladurai, unknown"
587,Thalli Pogathey,"Romance, Comedy",R. Kannan,"Atharvaa Murali, Anupama Parameswaran, Adukalam Naren"
588,Ainthu Unarvugal,Drama,Gnana Rajasekaran,"Shreya Anchan, Sujitha, Sriranjini"
589,Naanum Single Thaan,"Drama, Comedy",R. Gopi,"Dinesh Ravi, Deepti Sati, Rajendran"
590,Veerapuram 220,Thriller,B. Senthil Kumar,"Angadi theru Mahesh, Meghana Ellen, Satheesh Subramaniyam"
591,Methagu,Drama,T. Kittu,"Kutti Mani, Lizzie Antony, Eeshwar Baasha"
592,Border,"Action, Thriller",Venkatesh S,"Charles Anthony Samy, Boxer Dheena, Billy Murali"
593,Thuyil Tholaithen,Drama,Hafis AK,"Rishikesh Radhakrishnan, unknown, unknown"
594,Virgin Kumar,Comedy,Shailesh Nathan,"Mithran, Swetha, Sakthivel"
595,Meendum,Drama,Saravana Subbiah,"Kathiravan, Saravana Subbiah, Anagha"
596,Oomai Sennai,"Action, Crime, Thriller",Arjunan Ekalaivan,"Michael Thangadurai, Sanam Shetty, Gajaraj"
597,Parallel Lines,"Thriller, Drama",Kiran R,"Vatsan M Natarajan, Masanth Natarajan, Nagarajan Kannan"
598,Choo Mandhirakaali,"Comedy, Adventure, Fantasy, Romance",Eswar Kotravai,"Karthikeyan Velu, Kishore Dev, Sanjana Burli"
599,Calls,"Crime, Drama, Thriller",J. Sabarish,"Chitra Kamaraj, Vinodhini Vaidyanathan, Devadarshini"
600,Dola,,Aadhi Chandran,"Rishi Rithvik, Prerna Khanna, unknown"
601,Naaye Paeye,"Comedy, Horror",Sakthi Vasan,"Dinesh, Aishwarya, Aadukalam Murugadoss"
602,TORROT,"Science Fiction, Mystery",Praveen Chezhian,"Joseph Wesley, Sanjay, Harshavarthan M K"
603,E.P.Co 302,Drama,Salangai Durai,"Kasturi Shankar, Honey Rose, Rabin Prabhu"
604,The Way To Be,,Sreekrishnan Kp,"Kannan Unni, Yama, unknown"
605,Kadampari,Horror,Arul,"Arul, Akila Narayanan, Kaashima Rafi"
606,Kattil,Drama,E. V. Ganesh Babu,"E. V. Ganesh Babu, Srushti Dange, Semmalar Annam"
607,On Floating Bodies,"Animation, Documentary, Mystery",Sibi Sekar,"Uddish Pasupathy, unknown, unknown"
608,Engada Irunthinga Ivvalavu Naala,Comedy,Kevin,"Akhil, Ishara Nair, Manisha Jith"
609,Sithai,Drama,Karthi ram,"Biju, Anu, Ravi"
610,Manja Satta Pachcha Satta,Comedy,Thumbakutti Bramoski,"Guru Somasundaram, Renu Soundar, Adithya Varman"
611,Just Fucked,Drama,Joshi,"Sudharshan Govind, Shrisha, unknown"
612,The Road to Kuthriyar,"Drama, Documentary",Bharat Mirle,"Dhruv Athreye, Chinna Dorai, unknown"
613,The Nudity,Documentary,Arunkumar Senthil,"Kalaimamani Sudha, unknown, unknown"
614,Raame Aandalum Raavane Aandalum,"Drama, Comedy",Arisil Moorthy,"Mithun Manickam, Ramya Pandian, Vadivel Murugan"
615,Chinnanjiru Kiliye,"Drama, Crime, Thriller",Sabarinathan Muthupandian,"Senthilnathan, Archana Singh, Sandra Nair"
616,Sara,"Horror, Thriller",Shalini Balasundaram,"Shalini Balasundaram, Vemanna Appannah, Krithigah Nair"
617,Sweet Biriyani,Drama,Jeyachandra Hashmi,"Balaji Venugopal, unknown, unknown"
618,Manamagizhselvan,Comedy,Harish Sundarajan,"Chandran, Omganesh, Palaniappan"
619,Grandma's Cooking,"Drama, Family",Laavania Krishna,"Sithira Thevi, Magalakshimi S., unknown"
620,Writer's block,"Thriller, Drama",Rohith Saravanan,"swaminathan n, Rohith Saravanan, unknown"
621,Hiding,"Thriller, War",Nirusha Wijayamohan,"Jey Jey, Aniston Anton Julius, Jennis Wijayamohan"
622,E.P. KO 306,Drama,Unknown,"Cheenu Mohan, sai aravindh, unknown"
623,Ashvamithra,Drama,Unknown,"Harish Uthaman, unknown, unknown"
624,Valiyor Silar,"Action, Thriller, Mystery, Crime, Drama, History",Naveen Kumar,"Naveen Kumar, Sundhara Vadivel, Vijayalingam"
625,Roommate,,Unknown,"unknown, unknown, unknown"
626,Bloom,"Romance, Drama",Richard Anthony,"Mitra Visvesh, Ashwin Raam, Kaber Vasuki"
627,Uravugal Thodarkathai,Drama,Yashwiin Nair,"unknown, unknown, unknown"
628,Shivanum-Mohiniyum,Drama,Ramakaushalyan Ramakrishnan,"unknown, unknown, unknown"
629,Alpha Adimai,,Unknown,"unknown, unknown, unknown"
630,Appa's Seasons,Drama,Radhika Prasidhha,"unknown, unknown, unknown"
631,Dream,Drama,Joel Reubenraj,"Praveen, Vishali, Sujith Kumar"
632,Paper Rockets,"Romance, Mystery",Geethan gunaratnam,"Muthu sudar, Pavishka, Dr. Abdul halim"
633,EVANESCENCE,"Science Fiction, Fantasy, Drama",L. S. Madhesh,"L. S. Madhesh, R.JOSEPH, Krishna Singh"
634,Appavin Parisu,,Unknown,"unknown, unknown, unknown"
635,The confession of a motor,"Mystery, Drama, Animation",Geethan gunaratnam,"Geethan gunaratnam, V. R. Amirtha raj, Muthu sudar"
636,The Dogfather,"Comedy, Science Fiction, Drama",Vaishnav,"Vaishnav, unknown, unknown"
637,Kumar's Cafe,Drama,Akshay Thiagarajan,"unknown, unknown, unknown"
638,Avanum Nanum,,Praveen Kumar M.,"unknown, unknown, unknown"
639,Aathikka Varkkam,,Unknown,"unknown, unknown, unknown"
640,Clubfoot,Drama,Nanthakumaran Rajavijayan,"unknown, unknown, unknown"
641,Vikram,"Action, Crime, Thriller",Lokesh Kanagaraj,"Kamal Haasan, Fahadh Faasil, Vijay Sethupathi"
642,The Elephant Whisperers,Documentary,Kartiki Gonsalves,"Bomman, Bellie, unknown"
643,Love Today,"Comedy, Romance",Pradeep Ranganathan,"Pradeep Ranganathan, Ivana, Akshaya Udhayakumar"
644,Ponniyin Selvan: Part I,"Action, Adventure",Mani Ratnam,"Vikram, Aishwarya Rai Bachchan, Karthi"
645,Beast,"Action, Adventure, Thriller",Nelson Dilipkumar,"Vijay, Pooja Hegde, Selvaraghavan"
646,Sinam,"Action, Thriller, Crime",G. N. R. Kumaravelan,"Arun Vijay, Palak Lalwani, Kaali Venkat"
647,Rocketry: The Nambi Effect,"Drama, History",R. Madhavan,"R. Madhavan, Suriya, Simran"
648,Oh My Ghost,"Comedy, Horror, Fantasy",R. Yuvan,"Sunny Leone, Sathish, Yogi Babu"
649,Pistha,"Comedy, Romance",M. Ramesh Bharathi,"Metro Shirish, Mrudula Murali, Arundhathi Nair"
650,Valimai,"Action, Crime, Thriller",H. Vinoth,"Ajith Kumar, Huma Qureshi, Kartikeya Gummakonda"
651,Hey! Sinamika,"Drama, Romance",Brinda,"Dulquer Salmaan, Aditi Rao Hydari, Kajal Agarwal"
652,DSP,"Action, Drama",Ponram,"Vijay Sethupathi, Anukreethy Vas, Prabhakar"
653,Coffee,"Action, Crime",Sai Krishna,"Iniya, Rahul Dev, Ramachandran Durairaj"
654,Gargi,"Drama, Thriller",Gautham Ramachandran,"Sai Pallavi, Aishwarya Lekshmi, Kaali Venkat"
655,Viyuham,"Adventure, Drama, Crime",Santosh Menon,"Ajmal Ameer, Lal, Anuya Bhagvath"
656,Super Senior Heroes,"Comedy, Fantasy, Family",Karthik Kumar,"K. Bhagyaraj, Ambika, Pandiarajan"
657,Naai Sekar Returns,Comedy,Suraj,"Vadivelu, Rao Ramesh, Anandaraj"
658,Naane Varuvean,"Action, Thriller, Horror",Selvaraghavan,"Dhanush, Indhuja Ravichandran, Elli Avram"
659,Sanjeevan,"Thriller, Drama",Mani Shekar,"Vinod Loghydaas, Dhivya Dhuraisamy, Sathya N J"
660,Thiruchitrambalam,"Romance, Drama, Comedy",Mithran Jawahar,"Dhanush, Nithya Menen, Bharathiraja"
661,Maaran,"Thriller, Action",Karthick Naren,"Dhanush, Malavika Mohanan, Samuthirakani"
662,Don,"Comedy, Romance",Cibi Chakaravarthi,"Sivakarthikeyan, Priyanka Arul Mohan, S. J. Suryah"
663,181,Horror,Mohamad Issack,"Gemini Ryker, Rheena Krishnan, Kaviya Amaira"
664,Mahaan,"Crime, Action, Drama",Karthik Subbaraj,"Vikram, Dhruv Vikram, Bobby Simha"
665,Ree,Thriller,Sundhara Vadivel,"Prasanth Srinivasan, Gayatri Rema, Prasath"
666,Sivi 2,"Horror, Thriller",K. R. Senthil Nathan,"Tej Charanraj, Yogi, Bhalajie"
667,Udanpaal,"Drama, Comedy",Karthik Seenivasan,"Linga, Gayathrie Shankar, Vivek Prasanna"
668,Kaarottiyin Kaadhali,Drama,R. Siva,"Elango Kumaravel, Janaki Devi, Pitchaikaran Moorthy"
669,Aattral,"Thriller, Action",K. L. Kannan,"Vidharth, Shrita Rao, Vamsi Krishna"
670,Rajavum 5 Koojavum,Comedy,Prabhu Aadhithyan,"Arvee, Athmeeya Rajan, Nandha"
671,Enjoy,Romance,Perumal Kasi,"Madhan Kumar Dhakshinamoorthy, Vignesh, Harish Kumar"
672,Kaalangalil Aval Vasantham,"Romance, Comedy",Raghav Mirdath,"Kaushik Ram, Anjali Nair, Heroshini Komali"
673,Kaatteri,"Comedy, Horror",Deekay,"Vaibhav Reddy, Varalaxmi Sarathkumar, Sonam Bajwa"
674,Cadaver,"Crime, Mystery, Thriller",Anoop S Panicker,"Amala Paul, Riythvika, Thrigun"
675,Cobra,"Action, Thriller",R. Ajay Gnanamuthu,"Vikram, Srinidhi Shetty, Irfan Pathan"
676,Gatta Kusthi,"Comedy, Drama, Family",Chella Ayyavu,"Aishwarya Lekshmi, Vishnu Vishal, Karunas"
677,Repeat Shoe,"Crime, Science Fiction, Thriller",Kalyaan,"Priya Kalyaan, Yogi Babu, Redin Kingsley"
678,Viruman,"Action, Family",M. Muthaiah,"Karthi, Aditi Shankar, Rajkiran"
679,Sardar,"Thriller, Action",P. S. Mithran,"Karthi, Raashii Khanna, Rajisha Vijayan"
680,Raangi,"Action, Thriller",M. Saravanan,"Trisha Krishnan, Anaswara Rajan, Gopi Kannadasan"
681,Nitham Oru Vaanam,"Romance, Thriller, Comedy",Ra. Karthik,"Ashok Selvan, Ritu Varma, Aparna Balamurali"
682,Etharkkum Thunindhavan,"Action, Drama, Family",Pandiraj,"Suriya, Priyanka Arul Mohan, Vinay Rai"
683,Kadaisi Vivasayi,Drama,M. Manikandan,"Nallandi, Vijay Sethupathi, Yogi Babu"
684,Gurumoorthi,"Action, Thriller",Tanasekar Palanivelu,"Natarajan Subramaniam, Poonam Bajwa, Ramki"
685,Varalaru Mukkiyam,"Romance, Comedy",Santhosh Rajan,"Jiiva, Kashmira Pardesi, Pragya Nagara"
686,Kalaga Thalaivan,"Thriller, Action",Magizh Thirumeni,"Udhayanidhi Stalin, Aarav Kizar, Kalaiyarasan"
687,Iravin Nizhal,"Drama, Thriller",R. Parthiban,"R. Parthiban, Anandha krishnan, Brigida Saga"
688,Veetla Vishesham,"Drama, Comedy",NJ Saravanan,"Urvashi, Sathyaraj, RJ Balaji"
689,Miral,"Thriller, Horror",M. Sakthivel,"Bharath Srinivasan, Vani Bhojan, K. S. Ravikumar"
690,Oh My Dog,"Drama, Family",Sarov Shanmugam,"Arun Vijay, Arnav Vijay, Vijayakumar"
691,Kanam,"Drama, Fantasy, Science Fiction",Shree Karthick,"Sharwanand, Amala Akkineni, Priyadarshi Pullikonda"
692,Koogle Kuttappa,"Comedy, Drama, Science Fiction",Guru Saravanan,"K. S. Ravikumar, Tharshan Thiyagarajah, Losliya Mariyanesan"
693,Vendhu Thanindhathu Kaadu,"Drama, Thriller, Crime",Gautham Vasudev Menon,"Silambarasan, Siddhi Idnani, Neeraj Madhav"
694,Lilly Rani,"Drama, Family",Vishnu Ramakrishnan,"Chaya Singh, Thambi Ramaiah, Jayaprakash"
695,FIR,"Thriller, Action",Manu Anand,"Vishnu Vishal, Reba Monica John, Gaurav Narayanan"
696,Diary,"Crime, Thriller",Innasi Pandiyan,"Arulnithi, Pavithrah Marimuthu, Jayaprakash"
697,Maayon,"Mystery, Thriller",Kishore,"Sibiraj, Tanya Ravichandran, Radha Ravi"
698,Trigger,"Action, Drama",Sam Anton,"Atharvaa Murali, Tanya Ravichandran, C. Arun Pandian"
699,Hostel,"Comedy, Drama",Sumanth Radhakrishnan,"Ashok Selvan, Priya Bhavani Shankar, Sathish"
700,Nenjuku Needhi,"Crime, Drama, Mystery",Arunraja Kamaraj,"Udhayanidhi Stalin, Tanya Ravichandran, Aari Arjuna"
701,Dhadha,"Comedy, Drama",Guinness Kishore,"Nithin Sathya, Yogi Babu, Gayatri Rema"
702,Saani Kaayidham,"Crime, Drama, Action",Arun Matheswaran,"Keerthy Suresh, Selvaraghavan, Kanna Ravi"
703,Vattam,"Action, Thriller",Kamalakannan,"Sibiraj, Andrea Jeremiah, Athulya Ravi"
704,Yaanai,"Action, Thriller",Hari,"Arun Vijay, Priya Bhavani Shankar, Samuthirakani"
705,Maha,"Crime, Mystery, Thriller",U.R. Jameel,"Hansika Motwani, Manasvi Kottachi, Silambarasan"
706,Ranga,"Thriller, Action",Vinod DL,"Sibiraj, Nikhila Vimal, Sathish"
707,Agent Kannayiram,"Crime, Thriller, Comedy",Manoj Beedha,"Santhanam, Riya Suman, Pugazh"
708,D Block,"Thriller, Mystery",Vijay Kumar,"Arulnithi, Avantika Mishra, Vijay Kumar"
709,1945,"Drama, History, Action",Sathyasiva,"Rana Daggubati, Regina Cassandra, Sathyaraj"
710,Anel Meley Pani Thuli,"Drama, Thriller",R Kaiser Anand,"Andrea Jeremiah, Aadhav Kannadasan, N. Azhagamperumal"
711,Visithiran,"Crime, Thriller",Padmakumar M,"R. K. Suresh, Poorna, Madhu Shalini"
712,Parole,"Action, Drama",Dwarakh Raja,"Linga, R. S. Karthik, Monisha Murali"
713,Payanigal Gavanikkavum,"Drama, Comedy",Sakthivel Perumalsamy,"Vidharth, Lakshmi Priyaa, Karunakaran"
714,Battery,"Crime, Thriller",Mani Bharathy,"Senguttuvan, Ammu Abhirami, Rajkumar"
715,Yutha Satham,"Crime, Thriller",Ezhil,"Gautham Karthik, R. Parthiban, Sai Priya Deva"
716,Captain,"Action, Fantasy, Science Fiction, Drama",Shakti Soundar Rajan,"Arya, Aishwarya Lekshmi, Simran"
717,Kadamaiyai Sei,"Comedy, Action",Venkat Raghavan,"S. J. Suryah, Yashika Anand, Rajendran"
718,Panni Kutty,"Drama, Comedy",Anucharan,"Karunakaran, Lakshmi Priya, Yogi Babu"
719,Laththi Charge,"Action, Drama",A. Vinoth Kumar,"Vishal Krishna, Sunaina, Prabhu"
720,Coffee With Kadhal,"Drama, Comedy",Sundar C,"Jiiva, Srikanth, Jai Sampath"
721,Yuddha Kaandam,Action,Anantharajan,"Sreeram Karthik, Krisha Kurup, Yog Jappie"
722,RajaBheema,Drama,Naresh Sampath,"Aarav Kizar, Ashima Narwal, Yogi Babu"
723,Selfie,"Action, Thriller",Mathi Maran,"G. V. Prakash Kumar, Varsha Bollamma, Gautham Vasudev Menon"
724,Natchathiram Nagargiradhu,"Romance, Drama, Comedy",Pa. Ranjith,"Kalaiyarasan, Kalidas Jayaram, Dushara Vijayan"
725,Pattampoochi,Thriller,Badri,"Sundar C, Jai Sampath, Honey Rose"
726,Kuzhali,Drama,Chera. Kalaiyarasan,"Aara, J Vignesh, Senthikumari"
727,Grandma,"Drama, Horror, Thriller",Shijinlal SS,"Sonia Agarwal, Vimala Raman, Charmila"
728,Kuruthi Aattam,"Action, Drama",Sri Ganesh,"Atharvaa Murali, Priya Bhavani Shankar, Radhika Sarathkumar"
729,The Legend,"Comedy, Romance, Action",Joseph D. Sami,"Arul Saravanan, Urvashi Rautela, Geethika Tiwary"
730,Therkathi Veeran,"Action, Drama",Shaarath,"Shaarath, Anagha Sajeev, Ashok Kumar Balakrishnan"
731,Sethaan Da Sekar'uh,"Action, Crime, Comedy",Vignesh,"Hari Narayanan Suresh, Yuvaraj Mohan, Vignesh"
732,Mudhal Nee Mudivum Nee,Drama,Darbuka Siva,"Kishen Das, Purva Raghunath, Meetha Raghunath"
733,Clap,Drama,Prithvi Adithya,"Aadhi Pinisetty, Aakanksha Singh, Krisha Kurup"
734,Yugi,"Drama, Thriller",Zac Harriss,"Kathir, Natarajan Subramaniam, Narain"
735,Taanakkaran,Drama,Tamizh,"Vikram Prabhu, Anjali Nair, Lal"
736,Aruva Sanda,"Action, Drama, Family",Aadhirajan,"V. Raja, Malavika Menon, Soundara Raja"
737,Anbulla Ghilli,"Adventure, Family",Srinath Ramalingam,"Maithreya Rajasekar, Soori, Dushara Vijayan"
738,Theal,"Action, Thriller",Harikumar,"Prabhu Deva, Samyuktha Hegde, Easwari Rao"
739,Anbarivu,"Comedy, Family, Romance",Aswin Raam,"HipHop Tamizha Adhi, Napoleon, Kashmira Pardesi"
740,Aadhaar,Drama,Ramnath Palanikumar,"Karunas, Iniya, C. Arun Pandian"
741,Dejavu,"Mystery, Thriller",Arvindh Srinivasan,"Arulnithi, Madhoo, Smruthi Venkat"
742,Drama,"Thriller, Drama",Aju Kizhumala,"Kishore, Charle, Jai Bala"
743,Sila Nerangalil Sila Manidhargal,Drama,Vishal Venkat,"Ashok Selvan, Reyaa Hari, Nassar"
744,Pattathu Arasan,"Family, Action, Romance",A. Sarkunam,"Atharvaa Murali, Rajkiran, Ashika Ranganath"
745,Veerame Vaagai Soodum,"Action, Thriller",Thu. Pa. Saravanan,"Vishal Krishna, Baburaj, Dimple Hayathi"
746,O2,Thriller,GS Viknesh,"Nayanthara, Rithvik, Lenaa"
747,Marutha,"Family, Romance",GRS,"Ganja Karuppu, Lovelyn Chandrasekhar, Radhika Sarathkumar"
748,Vezham,"Mystery, Thriller",Sandeep Shyam,"Ashok Selvan, Janani Iyer, Iswarya Menon"
749,Gulu Gulu,"Comedy, Adventure, Romance",Rathna Kumar,"Santhanam, Athulya Chandra, Namita Krishnamurthy"
750,Buffoon,"Drama, Comedy",Ashok Veerappan,"Vaibhav Reddy, Anagha, Joju George"
751,Kaari,"Action, Family",M Hemanth,"M. Sasikumar, Parvathy Arun, Adukalam Naren"
