movieId,title,genres,director,cast
752,Prince,"Comedy, Romance",Anudeep,"Sivakarthikeyan, Maria Ryaboshapka, Sathyaraj"
753,Poikkal Kuthirai,"Crime, Thriller",Santhosh P. Jayakumar,"Prabhu Deva, Raiza Wilson, Varalaxmi Sarathkumar"
754,Not Reachable,"Crime, Thriller",Chandru Muruganantham,"Vishwa Sridharan, Sai Dhanyaa, Vijayan"
755,My Dear Lisa,"Horror, Thriller",Ranjan Krishnadevan,"Vijay Vasanth, Chandhini Tamilarasan, Leesha Eclairs"
756,EVIL,,Jagan Aloysius,"Vijay Akash, Nithya Raj, Jeeva"
757,Sembi,"Drama, Thriller",Prabhu Solomon,"Kovai Sarala, Ashwin Kumar, Thambi Ramaiah"
758,Ayngaran,"Action, Drama",Ravi Arasu,"G. V. Prakash Kumar, Mahima Nambiar, Kaali Venkat"
759,Connect,"Horror, Thriller",Ashwin Saravanan,"Nayanthara, Haniya Nafisa, Sathyaraj"
760,Driver Jamuna,"Action, Thriller",Kinslin,"Aishwarya Rajesh, Adukalam Naren, Thangapandiyan"
761,Witness,Drama,Deepak Muthuvel,"Shraddha Srinath, Rohini, Shanmugarajan"
762,Yenni Thuniga,"Action, Thriller",S. K. Vettri Selvan,"Jai Sampath, Athulya Ravi, Sunil Reddy"
763,Idiot,"Horror, Comedy, Drama",Rambhala,"Shiva, Nikki Galrani, Anandaraj"
764,Achcham Madam Naanam Payirppu,"Drama, Comedy",Raja Ramamurthy,"Akshara Haasan, Usha Uthup, Malgudi Subha"
765,Poochandi,"Thriller, Horror",J. K. Wicky,"Ravishankar Ramamurthy, RJ Ramana, Tinesh Sarathi Krishnan"
766,Pothanur Thabal Nilayam,"Thriller, Crime",Praveen,"Praveen, Anjali Rao, Venkat Sundar"
767,HEROIC,"Action, Science Fiction",AAKASH,"AVINASH, AAKASH, BHUVANESHWAR"
768,Kuthirai Vaal,"Drama, Mystery",Manoj Leonel Jahson,"Kalaiyarasan, Anjali Patil, Chetan"
769,Project C (Chapter 2),"Crime, Action",VNO,"Sri, Vasudha Krishnamoorthy, Chaams"
770,Bijli,Drama,Manasvini Boovarahan,"Anjali Kumari Mishra, Madhavi Sharma, Reihana"
771,Enna Solla Pogirai,"Romance, Drama",A. Hariharan,"Ashwin Kumar, Teju Ashwini, Avantika Mishra"
772,Naai Sekar,"Comedy, Fantasy",Kishore Rajkumar,"Sathish, Pavithra Lakshmi, Shiva"
773,Kathir,Drama,Dhinesh Palanivel,"Venkatesh Appadurai, Rajini Chandy, Santhosh Prathap"
774,Kombu Vatcha Singamda,"Drama, Action",S. R. Prabhakaran,"M. Sasikumar, Madonna Sebastian, Soori"
775,Thunikaram,"Crime, Thriller",Baalasudan,"Vinoth Logidhasan, Bharani, Semmalar Annam"
776,Naan Mirugamaai Maara,"Crime, Action, Drama",Sathyasiva,"M. Sasikumar, Hariprriya, Vikranth"
777,Kuttram Kuttrame,"Action, Drama",Suseenthiran,"Jai Sampath, Dhivya Dhuraisamy, Bharathiraja"
778,Kambathe Kannemma,Comedy,K.K. Khanna,"Tokoh Sathia, Sasikumar, Sangeeta Krishnasamy"
779,My Dear Bootham,"Comedy, Fantasy, Family",N. Ragavan,"Prabhu Deva, Remya Nambeesan, Ashwanth Ashokkumar"
780,Ward-126,"Thriller, Crime",Selvakumar Chellapandiyan,"Michael Thangadurai, Jishnu Menon, Selvakumar Chellapandiyan"
781,Jiivi 2,"Crime, Mystery, Thriller",V. J. Gopinath,"Vetri, Karunakaran, Rohini"
782,Vaaitha,"Drama, Crime",Mahivarman.CS,"Nassar, Mu Ramaswamy, Powlen Jessica"
783,Carbon,"Action, Thriller",R. Srinuvasan,"Vidharth, Dhanya Balakrishna, G. Marimuthu"
784,Muthal Manithan,Drama,Rajarajadurai,"Adukalam Naren, Kausalya, Karate Raja"
785,The Great Man,Drama,Seenu Ramasamy,"Vijay Sethupathi, Gayathrie Shankar, Guru Somasundaram"
786,Veerapandiyapuram,"Action, Drama",Suseenthiran,"Jai Sampath, Meenakshi Govindarajan, Aakanksha Singh"
787,Oru Nalla Tamizh Paatin Mudhal Vari,"Drama, Comedy",Shriviyas,"Shriviyas, Selva Kumar, unknown"
788,Jothi,"Crime, Thriller, Mystery",AV. Krishna Paramatma,"Vetri, Sheela Rajkumar, Krisha Kurup"
789,Mayathirai,"Horror, Fantasy, Thriller",T. Sampath Kumar,"Ashok Kumar Balakrishnan, Sheela Rajkumar, Chandhini Tamilarasan"
790,Manmatha Leelai,"Comedy, Romance",Venkat Prabhu,"Ashok Selvan, Smruthi Venkat, Riya Suman"
791,Adho Andha Paravai Pola,"Action, Drama",K R Vinoth,"Amala Paul, Ashish Vidhyarthi, Sameer Kochhar"
792,Vidiyatha Iravondru Vendum,"Horror, Thriller",Karuppaiah Murugan,"Ashok Kumar Balakrishnan, Hrithika Srinivasan, Muthu Raman"
793,Foreign Sarakku,,Vigneshwaran Karuppusamy,"Gopinath Arumugam, Sundar, Afrina"
794,Katchikkaaran,Drama,P. Iyyappan,"Vijith, Siva Senathipathi, Swetha Dorathy"
795,Akka Kuruvi,"Drama, Family",Samy,"Kathir, Varsha Bollamma, Mahin"
796,Nadhi,"Romance, Action",K. Thamaraiselvan,"Sam Jones, Anandhi, Karu Pazhaniappan"
797,Powder,"Thriller, Crime, Drama",Vijay Sri G,"Nikhil Murugan, Vidhya Pradeep, Vaiyapuri"
798,Yaaro,"Thriller, Crime, Mystery",Sandeep Sai,"Venkat Reddy, Upasana Rai, C.M. Bala"
799,AGP,"Thriller, Mystery",Ramesh Subramaniyan,"Lakshmi Menon, R. V. Bharathan, unknown"
800,Koorman,"Thriller, Drama, Crime",Bryan Biju George,"Rajaji, Janani Iyer, Balasaravanan"
801,Kallan,"Action, Crime",Chandra Thangaraj,"Karu Pazhaniappan, Nikitha Narayan, Soundara Raja"
802,Sembula Cheru,Drama,Dharshanraj,"Neeshanth, Sunil Karthik, Edwin"
803,Oru Melisana Kodu,,mohamed umar,"Shiva Pritham, Angamuthu Rangaa, Joss Parthiban"
804,Arjun,Crime,Mukesh,"Mukesh, KK, Bala Viknesh"
805,Bestie,"Horror, Thriller",Ranga,"Ashok Kumar Balakrishnan, Yashika Anand, Lollu Sabha Maaran"
806,Estate,"Horror, Thriller",Karthik Vilvakrish,"Kalaiyarasan, Ashok Selvan, Remya Nambeesan"
807,Undercover Rascals 2,"Action, Drama",V. Nagaraj,"K.K. Khanna, Bala Ganapathi William, K. Karnan G Crak"
808,Dum Dum Dumeel,"Comedy, Crime, Romance",Deepban M. Vignesh,"James Devan Arokisamy, Vicran Elanggoven, Yuvaraj Krishnasamy"
809,Raaja Live in Concert Expo 2020 Dubai,Music,Unknown,"Ilaiyaraaja, S.P.B. Charan, Mano"
810,Rathasaatchi,"Drama, History",Rafiq Ismail,"Kanna Ravi, Elango Kumaravel, Charles Vinoth"
811,Seththumaan,Drama,Thamizh,"Manickam, Master Ashwin, Suruli"
812,Pandrikku Nandri Solli,"Comedy, Crime",Bala Aran,"Nishanth Russo, Vijay Sathya, Nakkalites Chella"
813,Polama Oorgoolam,Drama,Nagaraj Bai Durailingam,"Praboojith, Aadhirajan, unknown"
814,Aivar,"Drama, Horror",Rupini Letchumanan,"Thevaguru Suppiah, Durga Devi Nisha, Eswaran NK"
815,Vattakara,Crime,K.Bharathi Kannan,"Mahesh, Saranesh Kumar, Vattakara Satheesh"
816,Saayam,"Action, Romance",K. Antony Samy,"Vijay Vishwa, Shiny, Seetha"
817,Jasper,,Unknown,"Vivek Rajagopal, Aishwarya Dutta, Lavanya Anbazhagan"
818,Pen Vilai Verum 999 Rubai Matume,Drama,Varada raj,"Rajkamal, Sweta Pandit, Vadivel Balaji"
819,Vidai,Thriller,N Praveen,"Mukesh, Kanchivan, Abrar"
820,White Haired Princess,,Unknown,"Zhang Weina, Shi Jun Zhe, unknown"
821,The House of Brick and Stone,"Drama, Thriller",Ananth Subramaniam,"Janani Baskaran, Maheswaran, unknown"
822,College Road,,Jai Amar singh,"Lingesh, Ananth Nag, Ansar"
823,Methagu-II,"War, History, Drama",Raako.Yoagandran,"Kutti Mani, Eeshwar Baasha, Aanandan"
824,Erisudar,"Mystery, Thriller, Drama",Sunder Nagayah,"unknown, unknown, unknown"
825,Narigal,"Action, Comedy",RMS Sara.R,"Jayarajendran John, RMS Sara.R, Nithya Shree"
826,KADAL,Music,Muhammed ashiqu,"Niya babu, Sakshi K S, unknown"
827,Viman,"Adventure, Action",Kishok,"Kishok, Jee Kutty, Jasmine Michael"
828,Valentine @3,,Mani Shankar Iyer,"Shylaja Chetlur, Shriviyas, Rajkumar"
829,Oonkaram,Action,AR Kendiren Muniyasami,"Srithar, A.R.Kentharan, Varsha Vishwanath"
830,4554,"Drama, Thriller",Karnan Mariyappan,"Ashok Kumar Balakrishnan, Sheela Naik, unknown"
831,Grandma,"Horror, Thriller, Mystery",Shijin Lal,"Sonia Agarwal, Vimala Raman, Hemanth Menon"
832,KAREN,Documentary,Kek-huat Lau,"unknown, unknown, unknown"
833,Aval Thediyathu?,"Horror, Thriller, Comedy",Unknown,"unknown, unknown, unknown"
834,7 ¹/²,"Comedy, Fantasy",Naveen Venkat,"Finally Bala, Finally Raj, Finally Vanniyarasu"
835,Puthiya Paarvai,,Unknown,"Jaya Swaminathan, unknown, unknown"
836,Winter Opera,"Drama, Mystery",Sanjay Kumar,"Ram Jagannathan, S.B. Sirajudeen, unknown"
837,Padam - The Film,"Comedy, Drama",Adithya Muthukumar,"Shreyas Subramanian, D Sachin Abhishek, Lokesh Adithya"
838,Arulmozhi,"Action, Drama",Manan Subra,"Sangabalan Subramaniam, Alvin Martin, Vikadakavi Magen"
839,Leo,"Action, Crime, Thriller",Lokesh Kanagaraj,"Vijay, Sanjay Dutt, Arjun Sarja"
840,Jailer,"Action, Crime, Thriller, Comedy, Adventure",Nelson Dilipkumar,"Rajinikanth, Vinayakan, Vasanth Ravi"
841,Veeran,"Fantasy, Thriller, Drama",ARK Saravanan,"HipHop Tamizha Adhi, Sassi Selvaraj, Athira Raj"
842,Thugs,"Action, Thriller, Crime, Romance",Brinda,"Hridhu Haroon, R. K. Suresh, Bobby Simha"
843,Irugapatru,"Romance, Family, Drama",Yuvaraj Dhayalan,"Vikram Prabhu, Shraddha Srinath, Vidharth"
844,Thalaikoothal,"Drama, Family",Jayaprakash Radhakrishnan,"Samuthirakani, Kathir, Vasundhara Kashyap"
845,Beginning,"Crime, Drama, Thriller",Jagan Vijaya,"Vinoth Kishan, Gouri G Kishan, Rohini"
846,Vasantha Mullai,"Thriller, Mystery",Ramanan Purushothama,"Bobby Simha, Kashmira Pardesi, Arya"
847,Single Shankarum Smartphone Simranum,"Comedy, Romance, Fantasy",Vignesh Sha P. N.,"Shiva, Megha Akash, Anju Kurian"
848,Ponniyin Selvan: Part II,"Action, Adventure, Drama",Mani Ratnam,"Vikram, Aishwarya Rai Bachchan, Jayam Ravi"
849,Bagheera,"Drama, Thriller",Adhik Ravichandran,"Prabhu Deva, Amyra Dastur, Remya Nambeesan"
850,V3,"Crime, Thriller, Action, Drama",P. Amudhavanan,"Varalaxmi Sarathkumar, Paavana Gowda, Esther Anil"
851,Joe,"Romance, Drama",Hariharan Ram S,"Rio Raj, Malavika Manoj, Bhavya Trikha"
852,Vaathi,"Drama, Action",Venky Atluri,"Dhanush, Samyuktha, Sai Kumar"
853,Por Thozhil,"Crime, Thriller, Action",Vignesh Raja,"Ashok Selvan, R. Sarathkumar, Sarath Babu"
854,Bommai Nayagi,Drama,Shan,"Yogi Babu, Baby Srimathi, Subathra Robert"
855,Chithha,"Drama, Thriller, Mystery",S. U. Arunkumar,"Siddharth, Sahasra Sree, S. Abiya Tasneem"
856,Varisu,"Action, Adventure",Vamsi Paidipally,"Vijay, R. Sarathkumar, Rashmika Mandanna"
857,Conjuring Kannappan,"Comedy, Horror",Selvin Raj Xavier,"Regina Cassandra, Sathish, Saranya Ponvannan"
858,Naan Kadavul Illai,"Crime, Thriller",S. A. Chandrasekhar,"Samuthirakani, Iniya, Sakshi Agarwal"
859,Pathu Thala,"Action, Thriller, Drama",Obeli N Krishna,"Gautham Karthik, Silambarasan, Gautham Vasudev Menon"
860,Tamilarasan,"Action, Drama",Babu Yogeswaran,"Vijay Antony, Remya Nambeesan, Suresh Gopi"
861,Theera Kaadhal,"Family, Comedy, Romance",Rohin Venkatesan,"Jai Sampath, Sshivada Nair, Aishwarya Rajesh"
862,Viduthalai: Part I,"Thriller, Crime, Action, History",Vetrimaaran,"Soori, Bhavani Sre, Chetan"
863,Thiruvin Kural,"Drama, Thriller, Action",Harish Prabhu,"Arulnithi, Bharathiraja, Aathmika"
864,Munthiri Kaadu,"Drama, Action",Mu Kalanjiyam,"Seeman, Pugazh Mahendran, Palamedu Parthipan"
865,Pichaikkaran 2,"Action, Drama, Science Fiction",Vijay Antony,"Vijay Antony, Kavya Thapar, Radha Ravi"
866,Dada,"Drama, Comedy, Romance",Ganesh K. Babu,"Kavin Raj, Aparna Das, Harish Kumar"
867,Michael,"Action, Drama",Ranjit Jeyakodi,"Sundeep Kishan, Divyansha Kaushik, Varun Sandesh"
868,Katharbasha Endra Muthuramalingam,"Action, Romance, Comedy, Drama",M. Muthaiah,"Arya, Siddhi Idnani, Prabhu"
869,Nandhi Varman,"Mystery, Thriller, Action",G. V. Perumal Varadhan,"Suresh Ravi, Asha Gowda, Bose Venkat"
870,Jigarthanda DoubleX,"Action, Drama, Comedy",Karthik Subbaraj,"Raghava Lawrence, S. J. Suryah, Nimisha Sajayan"
871,Rudhran,"Action, Drama",S. Kathiresan,"Raghava Lawrence, Priya Bhavani Shankar, R. Sarathkumar"
872,Moondram Manithan,Drama,Ramdev,"K. Bhagyaraj, Sonia Agarwal, Brana"
873,Run Baby Run,"Thriller, Action",Jiyen Krishnakumar,"RJ Balaji, Aishwarya Rajesh, Vivek Prasanna"
874,Farhana,"Drama, Thriller",Nelson Venkatesan,"Aishwarya Rajesh, Jithan Ramesh, Selvaraghavan"
875,Takkar,"Action, Romance",Karthik G. Krish,"Siddharth, Divyansha Kaushik, Yogi Babu"
876,Maamannan,"Drama, Thriller",Mari Selvaraj,"Vadivelu, Fahadh Faasil, Udhayanidhi Stalin"
877,Kuttram Purinthal,Crime,Disney,"Aadhik babu, Archana, M. S. Bhaskar"
878,Soppana Sundari,"Comedy, Thriller, Crime",SG Charles,"Aishwarya Rajesh, Lakshmi Priyaa, Karunakaran"
879,Saba Nayagan,"Romance, Comedy",C.S. Karthikeyan,"Ashok Selvan, Karthika Muraleedharan, Megha Akash"
880,Theerkadarishi,"Thriller, Crime",L.R. Sundarapandi,"Ajmal Ameer, Sathyaraj, Dusshyanth Ramkumar"
881,Kondraal Paavam,"Crime, Thriller, Drama",Dayal Padmanabhan,"Varalaxmi Sarathkumar, Santhosh Prathap, Charle"
882,The Great Indian Kitchen,Drama,R. Kannan,"Aishwarya Rajesh, Rahul Ravindran, Poster Nandakumar"
883,Mark Antony,"Science Fiction, Action, Comedy",Adhik Ravichandran,"Vishal Krishna, S. J. Suryah, Sunil Varma"
884,Meippada Sei,Family,Velan D.S.W.D.F.D,"P.R.Tamil Selvam, Raj Kapoor, O. A. K. Sundar"
885,Ghosty,"Comedy, Horror",Kalyaan,"Kajal Agarwal, Yogi Babu, K. S. Ravikumar"
886,Ellam Mela Irukuruvan Paathuppan,"Science Fiction, Action, Adventure, Comedy",U. Kaviraj,"Aari Arjuna, Shaashvi Bala, Boxer Dheena"
887,Thunivu,"Action, Crime, Thriller, Comedy",H. Vinoth,"Ajith Kumar, Manju Warrier, Samuthirakani"
888,Thalainagaram 2,"Action, Crime, Drama",V. Z. Durai,"Sundar C, Palak Lalwani, Prabhakar"
889,Paramporul,"Action, Crime, Thriller",C Aravind Raj,"R. Sarathkumar, Amitash Pradhan, Kashmira Pardesi"
890,Vallavanukkum Vallavan,"Comedy, Action",Vijay Tesingu,"Bobby Simha, Sshivada Nair, Pooja Devariya"
891,Ariyavan,"Thriller, Action",Mithran Jawahar,"Ishaaon, Pranali Ghoghare, Daniel Balaji"
892,Baba Black Sheep,"Comedy, Drama",Rajmohan Arumugam,"Ammu Abhirami, Vignesh, Suresh Chakravarthy"
893,Annapoorani,"Comedy, Drama",Nilesh Krishnaa,"Nayanthara, Jai Sampath, Sathyaraj"
894,Yaathisai,"War, History, Action",Dharani Rasendran,"Shakthi Mithran, Seyon, Rajalakshmi Gopalakrishnan"
895,Parking,"Drama, Thriller",Ramkumar Balakrishnan,"Harish Kalyan, Indhuja Ravichandran, M. S. Bhaskar"
896,Kudimahaan,"Drama, Comedy",N. Prakash,"Vijay Sivan, Chandhini Tamilarasan, Suresh Chakravarthy"
897,Maaveeran,"Drama, Action",Madonne Ashwin,"Sivakarthikeyan, Saritha, Yogi Babu"
898,D3,"Crime, Thriller",Balaaji,"Prajin Padmanabhan, Vidhya Pradeep, Charle"
899,Tamil Kudimagan,Drama,Esakki Karvannan,"Cheran, Sri Priyanka, Lal"
900,Rangoli,"Family, Drama, Romance",Vaali Mohan Das,"Hamaresh, Aadukalam Murugadoss, Prarthana Sandeep"
901,Annapoorni,Drama,Lional Joshua,"Losliya Mariyanesan, Lijomol Jose, Hari Krishnan"
902,Kulasami,"Action, Drama, Romance",Saravana Sakthi,"Vimal, Tanya Hope, Bose Venkat"
903,Thandatti,"Drama, Comedy",Ram Sangaiah,"Pasupathy, Rohini, Ammu Abhirami"
904,Chandramukhi 2,"Comedy, Drama, Horror",P. Vasu,"Kangana Ranaut, Raghava Lawrence, Vadivelu"
905,Kaadhal Enbadhu Podhuudamai,Drama,Jayaprakash Radhakrishnan,"Lijomol Jose, Rohini, Anusha Prabhu"
906,Good Night,"Comedy, Drama",Vinayak Chandrasekaran,"K. Manikandan, Meetha Raghunath, Ramesh Thilak"
907,Karungaapiyam,"Horror, Mystery, Thriller",Deekay,"Kajal Agarwal, Regina Cassandra, Janani Iyer"
908,Rajathanthiram: The Piano,"Drama, Mystery",Sakthi Chidambaram,"Moon Nila, Thevaguru Suppiah, K. S. Maniam"
909,Pizza 3: The Mummy,"Horror, Thriller",Mohan Govind,"Ashwin Kakumanu, Pavithrah Marimuthu, Abi Nakshathra"
910,Iraivan,Thriller,I. Mueenuddin Ahmed,"Jayam Ravi, Nayanthara, Rahul Bose"
911,Pallu Padama Paathuka,"Comedy, Horror",Vijay Varadharaj,"Dinesh Ravi, Sanchita Shetty, Rajendran"
912,Kasethan Kadavulada,"Comedy, Drama",R. Kannan,"Shiva, Karunakaran, Priya Anand"
913,Kolai,"Crime, Thriller, Mystery",Balaji K. Kumar,"Vijay Antony, Ritika Singh, Meenakshi Chaudhary"
914,Agilan,"Action, Drama",N. Kalyanakrishnan,"Jayam Ravi, Priya Bhavani Shankar, Tanya Ravichandran"
915,Uyir Thamizhukku,Drama,Adam Bhava,"Ameer, Chandini Sreedharan, Anandaraj"
916,Let's Get Married,"Romance, Comedy, Family",Ramesh Thamilmani,"Harish Kalyan, Ivana, Nadhiya"
917,Japan,"Drama, Comedy, Crime",Raju Murugan,"Karthi, Anu Emmanuel, Sunil Varma"
918,Parundhaaguthu Oor kuruvi,"Thriller, Action",Dhanabalan Govindaraj,"Nishanth Russo, Vivek Prasanna, Gayathri Iyer"
919,Chaitra,"Horror, Thriller",M. Jenithkumar,"Yashika Anand, Avitej, Shakthi Mahendra"
920,Ra Ra Sarasukku Ra Ra,"Romance, Comedy",Keshav Depur,"Karthik Pamidimukkala, Kalloori Vinoth, Gayatri Patel"
921,Fight Club,"Action, Drama, Thriller",Abbas A Rahmath,"Vijay Kumar, Monisha Mohan Menon, Avinash Raghudevan"
922,Kazhuvethi Moorkkan,"Action, Family",Sy Gowtham Raj,"Arulnithi, Dushara Vijayan, Santhosh Prathap"
923,Irumban,"Action, Drama",Keera,"Junior MGR, Aishwarya Dutta, Yogi Babu"
924,Lucky Man,"Comedy, Drama",Balaji Venugopal,"Yogi Babu, Raichal Rabecca Philip, Veera Bahu"
925,Yaanai Mugathaan,"Comedy, Fantasy",Rejishh Midhila,"Yogi Babu, Ramesh Thilak, Urvashi"
926,Shot Boot Three,"Adventure, Comedy, Family",Arun Vaidyanathan,"Venkat Prabhu, Sneha, Kailash Heet"
927,DD Returns,"Comedy, Horror",S. Premanand,"Santhanam, Surbhi, Redin Kingsley"
928,Red Sandal Wood,"Crime, Thriller",Guru Ramaanujam,"Vetri, Diya Mayurikha, Kabali Vishwanth"
929,Raavana Kottam,"Action, Drama",Vikram Sugumaran,"Shanthanu Bhagyaraj, Anandhi, Prabhu"
930,Vaan Moondru,"Drama, Romance, Family",AMR Murugesh,"Ammu Abhirami, Aditya Baskar, Vinoth Kishan"
931,Priyamudan Priya,Thriller,AJ. Sujith,"Ashok Kumar Balakrishnan, Leesha Eclairs, Suresh"
932,Thalaikkavasamum 4 Nanbargalum,"Thriller, Comedy",V.M. Rathnavel,"Ananth Nag, Swetha Dorathy, Renuka Bathula"
933,Rayar Parambarai,"Comedy, Romance",T. Ramanath,"Krishna Kulasekaran, Saranya R Nair, Kasturi Shankar"
934,Naangal,"Drama, Family",Avinash Prakash,"Mithun V, Rithik M, Nithin D"
935,Yevan,,Durai Murugan,"Dhileepan Pugazhendi, Deepthi Manne, Vijay sanjith"
936,N4,"Action, Thriller",Lokesh Kumar,"Michael Thangadurai, Gabrella Sellus, Afsal Hameed"
937,Raid,"Action, Thriller",S.P. Karthi,"Vikram Prabhu, Sri Divya, Daniel Annie Pope"
938,Ayothi,"Family, Drama",R. Manthira Moorthy,"M. Sasikumar, Preethi Asrani, Yashpal Sharma"
939,Kick,"Romance, Action, Comedy",Prashanth Raj,"Santhanam, Tanya Hope, Ragini Dwivedi"
940,Ratham,"Crime, Thriller",C. S. Amudhan,"Vijay Antony, Mahima Nambiar, Remya Nambeesan"
941,The Road,"Thriller, Drama",Arun Vaseegaran,"Trisha Krishnan, Shabeer Kallarakkal, Miya George"
942,Aalambana,"Fantasy, Comedy",Pari K. Vijay,"Vaibhav Reddy, Parvatii Nair, Munishkanth"
943,800,Drama,M. S. Sripathy,"Madhur Mittal, Nassar, Mahima Nambiar"
944,Margazhi Thingal,"Drama, Family, Romance",Manoj Bharathiraja,"Shyaam Selvan, Rakshana, Bharathiraja"
945,Partner,"Comedy, Science Fiction",Manoj Damodharan,"Aadhi Pinisetty, Hansika Motwani, Yogi Babu"
946,Aneethi,"Thriller, Drama",Vasanthabalan,"Arjun Das, Dushara Vijayan, Arjun Chidambaram"
947,Angaaragan,"Horror, Thriller",Mohan Dachu,"Sreepathy K A, Sathyaraj, Niya Sankranthil"
948,Are You Ok Baby?,"Drama, Family",Lakshmi Ramakrishnan,"Samuthirakani, Abhirami, Mullaiyarasi"
949,Kida,"Drama, Family",Ra Venkat,"Kaali Venkat, 'Poo' Ram, Paandiyamma"
950,Kaadapura Kalaikuzhu,"Drama, Romance, Comedy",Raja Gurusamy,"Hari Krishnan, Swathi Muthu, Munishkanth"
951,Kannai Nambathe,"Crime, Thriller, Action",Mu. Maran,"Udhayanidhi Stalin, Aathmika, Bhumika Chawla"
952,Vizhithelu,"Crime, Thriller",A. Tamil Selvan,"Ashok Kumar Balakrishnan, Gayatri Rema, Saravanan"
953,Sawadikap Pei,"Comedy, Horror",Roman Anthony,"Gana, Ellicia Wong, Nandu Ramesh"
954,Demon,"Horror, Thriller",Ramesh Pazhaniivel,"Sachin Mani, Abarnathi, Raveena Daha"
955,Sooragan,"Crime, Action, Thriller",Sathish Geetha Kumar,"Karthikeyan Vinayagam, Subiksha, Pandiarajan"
956,Kannitheevu,"Thriller, Mystery",Sundar Balu,"Varalaxmi Sarathkumar, Subiksha, Aishwarya Dutta"
957,Dear Death,"Drama, Thriller, Fantasy",Unknown,"Santhosh Prathap, unknown, unknown"
958,En 6 Vaathiyaar Kaalpanthatta Kuzhu,Drama,S Hari Uthraa,"S.Sharath Kumar, Ayraa, Ganja Karuppu"
959,Paayum Oli Nee Yenakku,"Thriller, Romance, Action",Karthik Adwait,"Vikram Prabhu, Vani Bhojan, Dhananjay"
960,Adiyae!,"Science Fiction, Romance, Comedy",Vignesh Karthik,"G. V. Prakash Kumar, Gouri G Kishan, Venkat Prabhu"
961,Adai Mazhai Kaalam,"Drama, Romance",Karthik Shamalan,"Loga Varman Strideran, Thia Lakshana, Jaykishen"
962,Erumbu,"Drama, Family",Suresh G,"Monekha Siva, Sakthi Rithvik, Charle"
963,"August 16, 1947","Action, Drama",NS. Ponkumar,"Gautham Karthik, Revathy Sharma, Pugazh"
964,Infinity,"Crime, Thriller",Sai Karthik Sundaram,"Natarajan Subramaniam, Vidhya Pradeep, Munishkanth"
965,Yaadhum Oore Yaavarum Kelir,"Drama, Action",Venkata Krishna Roghanth,"Vijay Sethupathi, Megha Akash, Magizh Thirumeni"
966,Rajakili,"Drama, Family",Thambi Ramaiah,"Samuthirakani, Suveta Shrimpton, Miya Sree"
967,Aghori,"Horror, Action",D.S. Rajkumar,"Sidhu Sid, Sonu Gowda, Sayaji Shinde"
968,Blue Sunshine,Drama,Samyuktha Vijayan,"Samyuktha Vijayan, Geetha Kailasam, Gajaraj"
969,Mohammad Saadh,Drama,Sheik Althaf Hussain,"Mohammad Saadh, unknown, unknown"
970,Ripupbury,"Comedy, Horror",Na. Arun Karthik,"Mahendran, Arati Podi, Kaavya Arivumani"
971,Haiku Love,"Romance, Comedy",Rajesh Rajamani,"Regin Rose, unknown, unknown"
972,Sathiya Sothanai,"Comedy, Drama, Crime",Suresh Sangaiah,"Premji Amaran, Swayam Siddha, Reshma Pasupuleti"
973,Sync,"Drama, Horror",Vikas Anand Sridharan,"Kishen Das, Monica Chinnakotla, Naveen George Thomas"
974,Regina,"Thriller, Crime",Domin D'Silva,"Sunaina, Ananth Nag, Nivas Adithan"
975,Memories,"Thriller, Mystery",Praveen Murugan,"Vetri, Dayyana Hameed, Parvathy Arun"
976,Miriam Maa,"Family, Drama",Malathy Narayan,"Rekha, V.J. Ashiq, Ezhil Durai"
977,Maruthi Nagar Police Station,"Crime, Action, Thriller",Dayal Padmanabhan,"Varalaxmi Sarathkumar, Aarav Kizar, Santhosh Prathap"
978,Dhillu Irundha Poradu,Drama,S. K. Muralidharan,"Karthik Doss, Anu Krishna, Vanitha Vijayakumar"
979,Karumegangal Kalaiginrana,Drama,Thangar Bachan,"Bharathiraja, Aditi Balan, Yogi Babu"
980,Love,"Romance, Thriller",R. P. Bala,"Bharath Srinivasan, Vani Bhojan, Vivek Prasanna"
981,Kuiko,"Drama, Family",Arul Chezhiyan,"Vidharth, Yogi Babu, Sri Priyanka"
982,80's Buildup,"Comedy, Romance",Kalyaan,"Santhanam, Radhika Preeti, K. S. Ravikumar"
983,Jambu Maharishi,Drama,Balaji poobalan,"Balaji poobalan, Prabhakar, Radha Ravi"
984,License,Drama,Ganapathy Balamurugan,"Rajalakshmi Senthil Ganesh, Vijay Bhaarat, Radha Ravi"
985,1000,"Crime, Comedy",Vidhun Chandragupthan,"Mukesh, KK, Ramesh"
986,Kalluri Rascals,Action,Shaswin Raj,"Ganessan Manogharan, Kishok, Riknaveen"
987,Shoot the Kuruvi,"Comedy, Crime",Mathivanan,"Arjai, Ashiq Hussain, Shah Ra"
988,Vaazhvu Thodangumidam Neethanae,Drama,Jeyaraj Palani,"Suruthi Periyasamy, Niranjana Neithiar, Arumugavel"
989,Kannagi,Drama,Yashwanth Kishore,"Keerthi Pandian, Ammu Abhirami, Vidhya Pradeep"
990,Thudikkum Karangal,"Action, Thriller",Veludoss,"Vimal, Misha Narang, Sathish"
991,Vattara Vazhakku,Drama,Kannuchamy Ramachandran,"Raveena Ravi, Santhosh Nambirajan, Vijay Sathya"
